名称,名称,ID,状态类型Buff DeBuff Null,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,状态系列,状态效果,持续时间(毫秒),替换规则,状态最大叠加数,是否发送到客户端,基础概率,成长参数,flag
F283,必暴、暴击提升,30351,Buff,NONE,,"{'CertainCrit'}, {'ChaLAPercent', 'critdamage', 34.4, Time='Apply'}",0,Replace,1,1,,,0
F284,状态添加,30352,Null,NONE,,"{'CondProcBuff', 'HPPercent', 60, 100, 'F285',TriggerRound={3,30}} ",0,Replace,1,1,,,0
F285,分摊伤害,30353,Buff,NONE,,"{'TransferDamage', 0.2},{'RecordDamage',Time = 'HPChange'}",0,Replace,1,1,,,0
F286,伤害提升,30354,Buff,NONE,,"{'Damage', Rate=0.2, Time='Apply'}",0,Replace,1,1,,,0
F287,状态触发,30355,Null,NONE,,"{'ProcBuff', {{'F288', 100}},  Time='Apply'}",0,Replace,1,1,,,0
F288,伤害提升,30356,Buff,NONE,,"{'ChaLAPercent', 'demage', 28, Time='Apply'},{'ForceMainTarget'}",2,Replace,1,1,,,0
G1,暴击,30357,Buff,NONE,,"{'AddDelayBuff', 'G2', 1, 50043, Time=""Critial""}",0,Replace,1,1,,,0
G2,溅射伤害,30358,Buff,NONE,,"{'Damage', Rate=0.1672, Time='Apply',Tag='SelfRound'}",0,Replace,1,1,,,0
G3,暴击,30359,Buff,NONE,,"{'AddDelayBuff', 'G4', 1, 50043, Time=""Critial""}",0,Replace,1,1,,,0
G4,溅射伤害,30360,Buff,NONE,,"{'Damage', Rate=0.2, Time='Apply',Tag='SelfRound'}",0,Replace,1,1,,,0
G5,暴击,30361,Buff,NONE,,"{'AddDelayBuff', 'G4', 1, 50043, Time=""Critial""}",0,Replace,1,1,,,0
G6,真实伤害,30362,Buff,NONE,,"{'ChaLAPercent', 'chuanjia', 100, 0,Time='Apply'}",0,Replace,1,1,,,0
G7,状态触发,30363,Null,NONE,,"{'CondProcBuff', 'HPPercent', 50, 100, 'G8', Time='HPChange',TriggerRound={3,30}}",0,Replace,1,1,,,0
G8,嘲讽、防御,30364,Buff,NONE,,"{'forceTarget'},{'ChaLAPercent', 'hujia', 15, Time='Apply'}",0,Replace,1,1,,,0
G9,状态触发,30365,Null,NONE,,"{'CondProcBuff', 'HPPercent', 50, 100, 'G10', Time='HPChange',TriggerRound={3,30}}",0,Replace,1,1,,,0
G10,嘲讽、防御,30366,Buff,NONE,,"{'forceTarget'},{'ChaLAPercent', 'hujia', 20, Time='Apply'}",0,Replace,1,1,,,0
G11,状态触发,30367,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamageCount','G12', Time='EndRound', BeDamageCount=5}",0,Replace,1,1,,,0
G12,扣血全攻,30368,Buff,NONE,,"{'ChaHPCurPercent', -30, Time='Apply'},{'DamageByRecordTotalDamage',Rate=0.5, Time='Apply', Tag='TargetList'}",0,Replace,1,1,,,0
G13,状态添加,30369,Null,NONE,,"{'ProcBuff', {{'G14', 100}}, Time='Interval', Interval=1, TriggerRound={4,30}}",0,Replace,1,1,,,0
G14,状态触发,30370,Null,NONE,,"{'ProcBuff', {{'G15', 100}}, Time='EndRound'}",0,Replace,1,1,,,0
G15,目标伤害,30371,Buff,NONE,,"{'Damage', Rate=0.3375, Time='Apply', TargetCount=2, Tag='TargetAttackMax'}",0,Replace,1,1,,,0
G16,状态添加,30372,Null,NONE,,"{'ProcBuff', {{'G17', 100}}, Time='Interval', Interval=1, TriggerRound={4,30}}",0,Replace,1,1,,,0
G17,状态触发,30373,Null,NONE,,"{'ProcBuff', {{'G18', 100}}, Time='EndRound'}",0,Replace,1,1,,,0
G18,目标伤害,30374,Buff,NONE,,"{'Damage', Rate=0.405, Time='Apply', TargetCount=2, Tag='TargetAttackMax'}",0,Replace,1,1,,,0
G19,状态添加,30375,Null,NONE,,"{'ProcBuff', {{'G20', 100}}, Time='Interval', Interval=1, TriggerRound={4,30}}",0,Replace,1,1,,,0
G20,状态触发,30376,Null,NONE,,"{'ProcBuff', {{'G21', 100}}, Time='EndRound'}",0,Replace,1,1,,,0
G21,目标伤害,30377,Buff,NONE,,"{'Damage', Rate=0.405, Time='Apply', TargetCount=3, Tag='TargetAttackMax'}",0,Replace,1,1,,,0
