,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
154809,瞌睡蛇,100020,0,110,113719,201905,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
154810,黑风老妖,20034,0,110,2067625,258852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
154909,小乌龟,100001,0,110,114036,202295,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
154910,流浪剑客,17005,0,110,2073377,259352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80093,"0,0,0,0",1,80093
155009,白熊精,20015,0,110,114352,202685,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
155010,九尾狐,20016,0,110,2079129,259852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
155109,跳跳鼠,100004,0,110,114668,203075,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
155110,水龙,20038,0,110,2084881,260352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80079,"0,0,0,0",1,80079
155209,邪毒蜂,100018,0,110,114985,203465,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
155210,棕熊,20008,0,110,2090633,260852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
155309,魔爪花,100025,0,110,115301,203855,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
155310,炼丹童子,17002,0,110,2096385,261352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80090,"0,0,0,0",1,80090
155409,林妖,100014,0,110,115618,204245,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
155410,熊猫,20021,0,110,2102138,261852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
155509,灵猴,100023,0,110,115934,204635,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
155510,桃花仙子,17003,0,110,2107890,262352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
155609,蛮牛,100006,0,110,116250,205025,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
155610,玄武,20042,0,110,2113642,262852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80083,"0,0,0,0",1,80083
155709,木鱼怪,100026,0,110,116567,205415,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
155710,九尾狐,20016,0,110,2119394,263352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
155809,古树精,100013,0,110,116883,205805,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
155810,朱雀,20039,0,110,2125146,263852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80080,"0,0,0,0",1,80080
155909,巫龟,100022,0,110,117199,206195,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
155910,穷奇,100038,0,110,2130898,264352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80038,"0,0,0,0",1,80038
156009,异面怪,100009,0,110,117516,206585,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
156010,青龙,20040,0,110,2136650,264852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80081,"0,0,0,0",1,80081
156109,小乌龟,100001,0,110,117832,206975,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
156110,桃花仙子,17003,0,110,2142402,265352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
156209,麟鹿,100015,0,110,118148,207365,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
156210,招财猫,20035,0,110,2148154,265852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80076,"0,0,0,0",1,80076
156309,小骷髅,100003,0,110,118465,207755,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
156310,剑灵,20006,0,110,2153906,266352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80047,"0,0,0,0",1,80047
156409,跳跳鼠,100004,0,110,118781,208145,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
156410,鲛人,20003,0,110,2159658,266852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
156509,寒霜狼,100011,0,110,119098,208535,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
156510,忠勇兔,20001,0,110,2165411,267352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
156609,林妖,100014,0,110,119414,208925,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
156610,地狱三头犬,20025,0,110,2171163,267852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
156709,麟鹿,100015,0,110,119730,209315,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
156710,业魔,20027,0,110,2176915,268352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
156809,寒霜狼,100011,0,110,120047,209705,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
156810,蓝巨人,20045,0,110,2182667,268852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80086,"0,0,0,0",1,80086
156909,木鱼怪,100026,0,110,120363,210095,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
156910,粉红兔,20002,0,110,2188419,269352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80043,"0,0,0,0",1,80043
157009,硬壳龟,100027,0,110,120679,210485,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
157010,魑,100041,0,110,2194171,269852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
157109,五毒蝎,100021,0,110,120996,210875,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
157110,狐妖,20004,0,110,2199923,270352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80045,"0,0,0,0",1,80045
157209,小僵尸,100019,0,110,121312,211265,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
157210,封蛇,20032,0,110,2205675,270852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80073,"0,0,0,0",1,80073
157309,古树精,100013,0,110,121628,211655,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
157310,魅,100040,0,110,2211427,271352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80040,"0,0,0,0",1,80040
157409,蝶精灵,100010,0,110,121945,212045,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
157410,剑邪,20012,0,110,2217179,271852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80053,"0,0,0,0",1,80053
157509,冰火螳螂,100016,0,110,122261,212435,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
157510,青龙,20040,0,110,2222931,272352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80081,"0,0,0,0",1,80081
157609,木鱼怪,100026,0,110,122578,212825,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
157610,流浪剑客,17005,0,110,2228683,272852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80093,"0,0,0,0",1,80093
157709,小乌龟,100001,0,110,122894,213215,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
157710,宠物剑邪,100030,0,110,2234436,273352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
157809,五毒蝎,100021,0,110,123210,213605,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
157810,九尾狐,20016,0,110,2240188,273852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
157909,林妖,100014,0,110,123527,213995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
157910,狮驼,20046,0,110,2245940,274352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
158009,剑魂,100012,0,110,123843,214385,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
158010,桃花仙子,17003,0,110,2251692,274852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
158109,林妖,100014,0,120,124167,214775,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
158110,百花仙子,17009,0,120,2257574,275352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80097,"0,0,0,0",1,80097
158209,蝶精灵,100010,0,120,124490,215165,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
158210,鹿力大仙,20047,0,120,2263455,275852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
158309,邪毒蜂,100018,0,120,124814,215555,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
158310,熊精,20009,0,120,2269337,276352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80050,"0,0,0,0",1,80050
158409,白熊精,20015,0,120,125137,215945,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
158410,狐妖,20004,0,120,2275219,276852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80045,"0,0,0,0",1,80045
158509,强盗,100002,0,120,125461,216335,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
158510,地狱三头犬,20025,0,120,2281101,277352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80035,"0,0,0,0",1,80035
158609,跳跳鼠,100004,0,120,125784,216725,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
158610,魑,100041,0,120,2286982,277852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
158709,剑魂,100012,0,120,126108,217115,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
158710,魑,100041,0,120,2292864,278352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
158809,邪毒蜂,100018,0,120,126431,217505,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
158810,招财猫,20035,0,120,2298746,278852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80076,"0,0,0,0",1,80076
158909,冰火螳螂,100016,0,120,126755,217895,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
158910,忠勇兔,20001,0,120,2304628,279352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
159009,石狮,100007,0,120,127078,218285,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
159010,粉红兔,20002,0,120,2310510,279852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80043,"0,0,0,0",1,80043
159109,强盗,100002,0,120,127402,218675,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
159110,冰龙,20030,0,120,2316391,280352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
159209,白熊精,20015,0,120,127725,219065,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
159210,鲨鱼精,20007,0,120,2322273,280852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
159309,瞌睡蛇,100020,0,120,128049,219455,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
159310,猿猴,20024,0,120,2328155,281352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80065,"0,0,0,0",1,80065
159409,小乌龟,100001,0,120,128372,219845,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
159410,白熊精,20015,0,120,2334037,281852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",1,80008
159509,跳跳鼠,100004,0,120,128696,220235,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
159510,九尾狐,20016,0,120,2339918,282352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
159609,蛮牛,100006,0,120,129019,220625,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
159610,白象精,20029,0,120,2345800,282852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80070,"0,0,0,0",1,80070
159709,小僵尸,100019,0,120,129343,221015,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
159710,雷震子,17010,0,120,2351682,283352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80098,"0,0,0,0",1,80098
159809,寒霜狼,100011,0,120,129666,221405,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
159810,黑风老妖,20034,0,120,2357564,283852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
159909,石巨人,100024,0,120,129990,221795,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
159910,棕熊,20008,0,120,2363446,284352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
160009,小乌龟,100001,0,120,130313,222185,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
160010,熊猫,20021,0,120,2369327,284852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
160109,蝶精灵,100010,0,120,130637,222575,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
160110,熊猫,20021,0,120,2375209,285352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
160209,小骷髅,100003,0,120,130960,222965,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
160210,月光蝶,17001,0,120,2381091,285852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80089,"0,0,0,0",1,80089
160309,异面怪,100009,0,120,131283,223355,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
160310,晶魂,20018,0,120,2386973,286352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
160409,蝶精灵,100010,0,120,131607,223745,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
160410,桃花仙子,17003,0,120,2392854,286852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
160509,蝶精灵,100010,0,120,131930,224135,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
160510,粉红兔,20002,0,120,2398736,287352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80043,"0,0,0,0",1,80043
160609,石狮,100007,0,120,132254,224525,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
160610,棕熊,20008,0,120,2404618,287852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
160709,石狮,100007,0,120,132577,224915,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
160710,玄武,20042,0,120,2410500,288352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80083,"0,0,0,0",1,80083
160809,山精,100029,0,120,132901,225305,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
160810,龙象精,20028,0,120,2416382,288852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
160909,小僵尸,100019,0,120,133224,225695,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
160910,麒麟,20019,0,120,2422263,289352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
161009,寒霜狼,100011,0,120,133548,226085,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
161010,晶魂,20018,0,120,2428145,289852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
161109,石狮,100007,0,120,133871,226475,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
161110,九尾狐,20016,0,120,2434027,290352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
161209,寒霜狼,100011,0,120,134195,226865,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
161210,麒麟,20019,0,120,2439909,290852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
161309,冰火螳螂,100016,0,120,134518,227255,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
161310,雷震子,17010,0,120,2445790,291352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80098,"0,0,0,0",1,80098
161409,蚌精,100005,0,120,134842,227645,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
161410,深渊之龙,100039,0,120,2451672,291852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
161509,蚌精,100005,0,120,135165,228035,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
161510,忠勇兔,20001,0,120,2457554,292352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
161609,白熊精,20015,0,120,135489,228425,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
161610,忠勇兔,20001,0,120,2463436,292852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80042,"0,0,0,0",1,80042
161709,巫龟,100022,0,120,135812,228815,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
161710,朱雀,20039,0,120,2469317,293352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80080,"0,0,0,0",1,80080
161809,五毒蝎,100021,0,120,136136,229205,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
161810,业魔,20027,0,120,2475199,293852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
161909,强盗,100002,0,120,136459,229595,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
161910,麒麟,20019,0,120,2481081,294352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80060,"0,0,0,0",1,80060
162009,白熊精,20015,0,120,136783,229985,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
162010,深渊之龙,100039,0,120,2486963,294852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80039,"0,0,0,0",1,80039
162109,蝶精灵,100010,0,120,137106,230375,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
162110,酒仙,20036,0,120,2492845,295352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
162209,冰火螳螂,100016,0,120,137430,230765,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
162210,魑,100041,0,120,2498726,295852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
162309,麟鹿,100015,0,120,137753,231155,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
162310,百花仙子,17009,0,120,2504608,296352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80097,"0,0,0,0",1,80097
162409,巫龟,100022,0,120,138077,231545,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
162410,雷震子,17010,0,120,2510490,296852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80098,"0,0,0,0",1,80098
162509,强盗,100002,0,120,138400,231935,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
162510,多闻天王,17006,0,120,2516372,297352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80094,"0,0,0,0",1,80094
162609,异面怪,100009,0,120,138724,232325,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
162610,魑,100041,0,120,2522253,297852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
162709,灵猴,100023,0,120,139047,232715,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
162710,酒仙,20036,0,120,2528135,298352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
162809,巫龟,100022,0,120,139371,233105,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
162810,黑风老妖,20034,0,120,2534017,298852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
162909,白熊精,20015,0,120,139694,233495,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
162910,晶魂,20018,0,120,2539899,299352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
163009,木鱼怪,100026,0,120,140018,233885,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
163010,蟹精,20010,0,120,2545781,299852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80051,"0,0,0,0",1,80051
163109,木鱼怪,100026,0,120,140341,234275,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
163110,桃花仙子,17003,0,120,2551662,300352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80091,"0,0,0,0",1,80091
163209,魔爪花,100025,0,120,140665,234665,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
163210,云中子,100034,0,120,2557544,300852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80034,"0,0,0,0",1,80034
163309,邪毒蜂,100018,0,120,140988,235055,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
163310,流浪剑客,17005,0,120,2563426,301352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80093,"0,0,0,0",1,80093
163409,灵猴,100023,0,120,141312,235445,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
163410,青龙,20040,0,120,2569308,301852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80081,"0,0,0,0",1,80081
163509,木鱼怪,100026,0,120,141635,235835,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
163510,熊猫,20021,0,120,2575189,302352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80062,"0,0,0,0",1,80062
163609,硬壳龟,100027,0,120,141959,236225,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
163610,棕熊,20008,0,120,2581071,302852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80049,"0,0,0,0",1,80049
163709,炎魔,100017,0,120,142282,236615,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
163710,封蛇,20032,0,120,2586953,303352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80073,"0,0,0,0",1,80073
163809,小骷髅,100003,0,120,142606,237005,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
163810,火灵,20023,0,120,2592835,303852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80064,"0,0,0,0",1,80064
163909,魔爪花,100025,0,120,142929,237395,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
163910,龙象精,20028,0,120,2598717,304352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
