引导Index,动作Index,监听动作的条件，防止加载没用的引导,监听事件,监听参数,执行动作,动作参数,描述
22908,4,,,,DeleteListen,["listen"]=22903,
22909,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22905,3}",
22909,2,,,,ClearAction,"[""index""]={22905,4}",
22909,3,,,,ClearAction,"[""index""]={12902,1}",
22909,4,,,,ClearAction,"[""index""]={12902,2}",
22909,5,,,,Record,"[""key""]=""30030"",[""value""]=""1""",
22909,6,,,,AddListen,["listen"]=23001,
22909,7,,,,ClearAction,"[""index""]={22901,1}",
22909,8,,,,ClearAction,"[""index""]={22901,2}",
22909,9,,,,ClearAction,"[""index""]={22908,1}",
22909,10,,,,ClearAction,"[""index""]={22908,2}",
#,,,,,,,
#凌霄宝殿,,,,,,,
13001,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30030"", ""1""},{""30031"", ""NULL""}},[""finishTask""]={1061,false}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
13001,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
13001,3,,,,AddListen,["listen"]=23005,
13002,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30030"", ""1""},{""30031"", ""NULL""}},[""finishTask""]={1061,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
13002,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
13002,3,,,,AddListen,["listen"]=23009,
23001,1,,AcceptTask,["taskId"]=1061,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
23001,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
23001,3,,,,AddListen,["listen"]=23005,
23005,1,,FinishTask,"[""finishTask""]={1061,true}",ClearAction,"[""index""]={13001,1}",
23005,2,,,,ClearAction,"[""index""]={13001,2}",
23005,3,,,,ClearAction,"[""index""]={23001,1}",
23005,4,,,,ClearAction,"[""index""]={23001,2}",
23005,5,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
23005,6,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
23005,7,,,,AddListen,["listen"]=23009,
23009,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={23005,5}",
23009,2,,,,ClearAction,"[""index""]={23005,6}",
23009,3,,,,ClearAction,"[""index""]={13002,1}",
23009,4,,,,ClearAction,"[""index""]={13002,2}",
23009,5,,,,Record,"[""key""]=""30031"",[""value""]=""1""",
23009,6,,,,AddListen,["listen"]=23101,
23009,7,,,,AddListen,["listen"]=23108,
#,,,,,,,
#开启自动挑战,,,,,,,
13101,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30031"", ""1""},{""30032"", ""NULL""}},[""finishTask""]={1063,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/auto_wnd/auto_btn"",[""moveTime""]=300,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
13101,2,,,,AnimTips,"[""window""]=""MainContentFrame/auto_wnd/auto_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=60",
13101,3,,,,AddListen,["listen"]=23105,
13102,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30031"", ""1""},{""30032"", ""NULL""}},[""finishTask""]={1063,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
13102,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
13102,3,,,,AddListen,["listen"]=23109,
23101,1,,AcceptTask,["taskId"]=1063,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/auto_wnd/auto_btn"",[""moveTime""]=300,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
23101,2,,,,AnimTips,"[""window""]=""MainContentFrame/auto_wnd/auto_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=60",
23101,3,,,,AddListen,["listen"]=23105,
23105,1,,FinishTask,"[""finishTask""]={1063,true}",ClearAction,"[""index""]={23101,1}",
23105,2,,,,ClearAction,"[""index""]={23101,2}",
23105,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
23105,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
23105,5,,,,AddListen,["listen"]=23109,
23105,6,,,,ClearAction,"[""index""]={13101,1}",
23105,7,,,,ClearAction,"[""index""]={13101,2}",
23108,1,,FinishTask,"[""finishTask""]={1063,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
23108,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
23108,3,,,,AddListen,["listen"]=23109,
23108,4,,,,DeleteListen,["listen"]=23101,
23109,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={23105,3}",
23109,2,,,,ClearAction,"[""index""]={23105,4}",
23109,3,,,,ClearAction,"[""index""]={13102,1}",
23109,4,,,,ClearAction,"[""index""]={13102,2}",
23109,5,,,,Record,"[""key""]=""30032"",[""value""]=""1""",
23109,6,,,,ClearAction,"[""index""]={23101,1}",
23109,7,,,,ClearAction,"[""index""]={23101,2}",
23109,8,,,,ClearAction,"[""index""]={23108,1}",
23109,9,,,,ClearAction,"[""index""]={23108,2}",
#,,,,,,,
#,,,,,,,
#暂时以任务作为新手结束界限,,,,,,,
50000,1,,AcceptTask,["taskId"]=1065,Record,"[""key""]=""guideReadFinish"",[""value""]=""finish""",新手完成
